Using device:  cpu
user 3000 / 5000, time taken: 0.3910548686981201
user 4000 / 5000, time taken: 0.387056827545166
Day 12, actual_clicks_reward: 1186.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 78062.58850566074, max_watch_duration_reward: 109728.64119854232
agent name:  WeightedPointWiseModelAgent
model parameters:  <generator object Module.parameters at 0x16b58f580>
actual_clicks_reward (rounded):  14529.0
max_clicks_reward (rounded):  17270.17
actual_watch_duration_reward (rounded):  896199.77
max_watch_duration_reward (rounded):  1426472.34
agent name:  PointWiseModelAgent
user 0 / 5000, time taken: 0.0010149478912353516
user 1000 / 5000, time taken: 0.027698993682861328
user 2000 / 5000, time taken: 0.027100324630737305
user 3000 / 5000, time taken: 0.027752161026000977
user 4000 / 5000, time taken: 0.02729320526123047
Day 0, actual_clicks_reward: 1129.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 67271.13466530593, max_watch_duration_reward: 109728.64119854232
user 0 / 5000, time taken: 0.0007669925689697266
user 1000 / 5000, time taken: 0.028052091598510742
user 2000 / 5000, time taken: 0.02693796157836914
user 3000 / 5000, time taken: 0.027766704559326172
user 4000 / 5000, time taken: 0.026957035064697266
Day 1, actual_clicks_reward: 1192.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 74236.80131397599, max_watch_duration_reward: 109728.64119854232
user 0 / 5000, time taken: 0.0007448196411132812
user 1000 / 5000, time taken: 0.026907920837402344
user 2000 / 5000, time taken: 0.027469158172607422
user 3000 / 5000, time taken: 0.02690291404724121
user 4000 / 5000, time taken: 0.027583837509155273
Day 2, actual_clicks_reward: 1022.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 63894.58182392736, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 30109, Loss per data point: 0.017495689774870878
Epoch 10, data points: 30109, Loss per data point: 0.010993551892096996
Epoch 20, data points: 30109, Loss per data point: 0.010914068389581887
Epoch 30, data points: 30109, Loss per data point: 0.010902604706388187
Epoch 40, data points: 30109, Loss per data point: 0.010899352906190466
Epoch 50, data points: 30109, Loss per data point: 0.010897388786009201
Epoch 60, data points: 30109, Loss per data point: 0.010895527018825362
Epoch 70, data points: 30109, Loss per data point: 0.010894710674331103
Epoch 80, data points: 30109, Loss per data point: 0.010893455934843652
Epoch 90, data points: 30109, Loss per data point: 0.010893903037234302
Training completed
user 0 / 5000, time taken: 0.00010132789611816406
user 1000 / 5000, time taken: 0.3940138816833496
user 2000 / 5000, time taken: 0.38314390182495117
user 3000 / 5000, time taken: 0.37454795837402344
user 4000 / 5000, time taken: 0.396162748336792
Day 3, actual_clicks_reward: 951.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 66404.64720431546, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 40081, Loss per data point: 0.01131774721263468
Epoch 10, data points: 40081, Loss per data point: 0.010673604133240295
Epoch 20, data points: 40081, Loss per data point: 0.010645259996602726
Epoch 30, data points: 40081, Loss per data point: 0.01064161819570992
Epoch 40, data points: 40081, Loss per data point: 0.010636954748289382
Epoch 50, data points: 40081, Loss per data point: 0.010633360080809291
Epoch 60, data points: 40081, Loss per data point: 0.010636309111174231
Epoch 70, data points: 40081, Loss per data point: 0.010630746057962919
Epoch 80, data points: 40081, Loss per data point: 0.010633947219127922
Epoch 90, data points: 40081, Loss per data point: 0.010632079614112633
Training completed
user 0 / 5000, time taken: 0.00010395050048828125
user 1000 / 5000, time taken: 0.39408016204833984
user 2000 / 5000, time taken: 0.38349390029907227
user 3000 / 5000, time taken: 0.5822799205780029
user 4000 / 5000, time taken: 0.38839197158813477
Day 4, actual_clicks_reward: 1062.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 65252.84033429983, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 49997, Loss per data point: 0.01073125171358448
Epoch 10, data points: 49997, Loss per data point: 0.010677991822273428
Epoch 20, data points: 49997, Loss per data point: 0.01066646659653442
Epoch 30, data points: 49997, Loss per data point: 0.01065198010604167
Epoch 40, data points: 49997, Loss per data point: 0.010648463006993304
Epoch 50, data points: 49997, Loss per data point: 0.01064670045656531
Epoch 60, data points: 49997, Loss per data point: 0.010640021229300769
Epoch 70, data points: 49997, Loss per data point: 0.01063976322122485
Epoch 80, data points: 49997, Loss per data point: 0.010638179187286156
Epoch 90, data points: 49997, Loss per data point: 0.010635122880502055
Training completed
user 0 / 5000, time taken: 0.00011324882507324219
user 1000 / 5000, time taken: 0.3874368667602539
user 2000 / 5000, time taken: 0.3889930248260498
user 3000 / 5000, time taken: 0.3875131607055664
user 4000 / 5000, time taken: 0.4034156799316406
Day 5, actual_clicks_reward: 1009.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 47536.25239871004, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 59916, Loss per data point: 0.010590048665527119
Epoch 10, data points: 59916, Loss per data point: 0.01058176621671345
Epoch 20, data points: 59916, Loss per data point: 0.010579482977485512
Epoch 30, data points: 59916, Loss per data point: 0.010576488366979123
Epoch 40, data points: 59916, Loss per data point: 0.010577610644193977
Epoch 50, data points: 59916, Loss per data point: 0.01057704371216201
Epoch 60, data points: 59916, Loss per data point: 0.010576520302657554
Epoch 70, data points: 59916, Loss per data point: 0.010576088515174541
Epoch 80, data points: 59916, Loss per data point: 0.010577602783256947
Epoch 90, data points: 59916, Loss per data point: 0.0105755276518168
Training completed
user 0 / 5000, time taken: 0.00011086463928222656
user 1000 / 5000, time taken: 0.3778681755065918
user 2000 / 5000, time taken: 0.3789522647857666
user 3000 / 5000, time taken: 0.3824610710144043
user 4000 / 5000, time taken: 0.37691593170166016
Day 6, actual_clicks_reward: 865.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 47980.40335858972, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 69819, Loss per data point: 0.01040610873093401
Epoch 10, data points: 69819, Loss per data point: 0.010398976412069286
Epoch 20, data points: 69819, Loss per data point: 0.010396553681403483
Epoch 30, data points: 69819, Loss per data point: 0.010395471039659461
Epoch 40, data points: 69819, Loss per data point: 0.010393480522702876
Epoch 50, data points: 69819, Loss per data point: 0.01039220890391141
Epoch 60, data points: 69819, Loss per data point: 0.010391599501397012
Epoch 70, data points: 69819, Loss per data point: 0.010390688755930416
Epoch 80, data points: 69819, Loss per data point: 0.010390388427923603
Epoch 90, data points: 69819, Loss per data point: 0.01038966712381182
Training completed
user 0 / 5000, time taken: 0.00010967254638671875
user 1000 / 5000, time taken: 0.3824131488800049
user 2000 / 5000, time taken: 0.38244032859802246
user 3000 / 5000, time taken: 0.3802030086517334
user 4000 / 5000, time taken: 0.4127058982849121
Day 7, actual_clicks_reward: 914.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 51706.00920723942, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 79655, Loss per data point: 0.010313012799213374
Epoch 10, data points: 79655, Loss per data point: 0.010304425853875074
Epoch 20, data points: 79655, Loss per data point: 0.010306039342554895
Epoch 30, data points: 79655, Loss per data point: 0.010301926827189029
Epoch 40, data points: 79655, Loss per data point: 0.010300992904791582
Epoch 50, data points: 79655, Loss per data point: 0.010303112624481898
Epoch 60, data points: 79655, Loss per data point: 0.010302216894459301
Epoch 70, data points: 79655, Loss per data point: 0.010298329563877481
Epoch 80, data points: 79655, Loss per data point: 0.01030075039664767
Epoch 90, data points: 79655, Loss per data point: 0.010296907632145592
Training completed
user 0 / 5000, time taken: 0.00010395050048828125
user 1000 / 5000, time taken: 0.40152883529663086
user 2000 / 5000, time taken: 0.38701891899108887
user 3000 / 5000, time taken: 0.41431403160095215
user 4000 / 5000, time taken: 0.41307592391967773
Day 8, actual_clicks_reward: 1059.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 64480.28913296301, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 89758, Loss per data point: 0.010317466933351699
Epoch 10, data points: 89758, Loss per data point: 0.010316947755184283
Epoch 20, data points: 89758, Loss per data point: 0.010316032345216355
Epoch 30, data points: 89758, Loss per data point: 0.010315586800778884
Epoch 40, data points: 89758, Loss per data point: 0.010314987719911644
Epoch 50, data points: 89758, Loss per data point: 0.01031459318320579
Epoch 60, data points: 89758, Loss per data point: 0.010314052677857248
Epoch 70, data points: 89758, Loss per data point: 0.010313703520896481
Epoch 80, data points: 89758, Loss per data point: 0.010313384768975026
Epoch 90, data points: 89758, Loss per data point: 0.010313099340301972
Training completed
user 0 / 5000, time taken: 8.392333984375e-05
user 1000 / 5000, time taken: 0.4017648696899414
user 2000 / 5000, time taken: 0.3828589916229248
user 3000 / 5000, time taken: 0.3980722427368164
user 4000 / 5000, time taken: 0.4007759094238281
Day 9, actual_clicks_reward: 1057.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 66297.62125952358, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 99728, Loss per data point: 0.010340641890412661
Epoch 10, data points: 99728, Loss per data point: 0.01034017866292092
Epoch 20, data points: 99728, Loss per data point: 0.010338582510354835
Epoch 30, data points: 99728, Loss per data point: 0.010340497860771354
Epoch 40, data points: 99728, Loss per data point: 0.010338083355372734
Epoch 50, data points: 99728, Loss per data point: 0.010337899573139527
Epoch 60, data points: 99728, Loss per data point: 0.01033905637431839
Epoch 70, data points: 99728, Loss per data point: 0.010338908829543242
Epoch 80, data points: 99728, Loss per data point: 0.010338730832701407
Epoch 90, data points: 99728, Loss per data point: 0.010337287105202134
Training completed
user 0 / 5000, time taken: 0.0001270771026611328
user 1000 / 5000, time taken: 0.4144551753997803
user 2000 / 5000, time taken: 0.4061849117279053
user 3000 / 5000, time taken: 0.4046661853790283
user 4000 / 5000, time taken: 0.40325307846069336
Day 10, actual_clicks_reward: 1168.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 68366.19520323217, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 109857, Loss per data point: 0.010414800106702142
Epoch 10, data points: 109857, Loss per data point: 0.01041441816388538
Epoch 20, data points: 109857, Loss per data point: 0.010414490637714822
Epoch 30, data points: 109857, Loss per data point: 0.010414189305857227
Epoch 40, data points: 109857, Loss per data point: 0.010414314123038471
Epoch 50, data points: 109857, Loss per data point: 0.010414188149649629
Epoch 60, data points: 109857, Loss per data point: 0.010414149117402292
Epoch 70, data points: 109857, Loss per data point: 0.01041376573834619
Epoch 80, data points: 109857, Loss per data point: 0.010413912756300308
Epoch 90, data points: 109857, Loss per data point: 0.010413856621431275
Training completed
user 0 / 5000, time taken: 0.00010776519775390625
user 1000 / 5000, time taken: 0.3826479911804199
user 2000 / 5000, time taken: 0.38538098335266113
user 3000 / 5000, time taken: 0.3811781406402588
user 4000 / 5000, time taken: 0.3944981098175049
Day 11, actual_clicks_reward: 1162.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 71738.6910472708, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 119947, Loss per data point: 0.010477647926737495
Epoch 10, data points: 119947, Loss per data point: 0.010478410220946128
Epoch 20, data points: 119947, Loss per data point: 0.010478323853481917
Epoch 30, data points: 119947, Loss per data point: 0.01047605193438128
Epoch 40, data points: 119947, Loss per data point: 0.010480336798769217
Epoch 50, data points: 119947, Loss per data point: 0.01047693180330729
Epoch 60, data points: 119947, Loss per data point: 0.01047686022662484
Epoch 70, data points: 119947, Loss per data point: 0.010476790851443698
Epoch 80, data points: 119947, Loss per data point: 0.010475654707378972
Epoch 90, data points: 119947, Loss per data point: 0.010475521251316138
Training completed
user 0 / 5000, time taken: 0.00013899803161621094
user 1000 / 5000, time taken: 0.38834309577941895
user 2000 / 5000, time taken: 0.38300490379333496
user 3000 / 5000, time taken: 0.3849811553955078
user 4000 / 5000, time taken: 0.38581395149230957
Day 12, actual_clicks_reward: 1147.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 70826.15671604844, max_watch_duration_reward: 109728.64119854232
agent name:  PointWiseModelAgent
model parameters:  <generator object Module.parameters at 0x114751cf0>
actual_clicks_reward (rounded):  13737.0
max_clicks_reward (rounded):  17270.17
actual_watch_duration_reward (rounded):  825991.62
max_watch_duration_reward (rounded):  1426472.34
Time taken:  3770.4133338928223
Using device:  cpu
title 206: 0.13
title 81: 0.12
title 53: 0.12
title 431: 0.12
title 189: 0.12
title 317: 0.12
title 272: 0.12
title 377: 0.12
title 436: 0.12
title 479: 0.12
title 379: 0.12
title 35: 0.12
title 482: 0.12
title 243: 0.12
title 92: 0.12
title 245: 0.12
title 73: 0.12
title 26: 0.12
title 498: 0.12
title 80: 0.12
title 199: 0.12
title 347: 0.12
title 113: 0.12
title 264: 0.12
title 493: 0.12
title 213: 0.12
title 345: 0.12
title 225: 0.12
title 499: 0.12
title 403: 0.12
title 249: 0.12
title 134: 0.12
title 31: 0.12
title 54: 0.12
title 198: 0.12
title 485: 0.11
title 299: 0.11
title 47: 0.11
title 466: 0.11
title 367: 0.11
title 224: 0.11
title 253: 0.11
title 84: 0.11
title 43: 0.11
title 48: 0.11
title 20: 0.11
title 208: 0.11
title 496: 0.11
title 120: 0.11
title 404: 0.11
title 74: 0.11
title 290: 0.11
title 252: 0.11
title 115: 0.11
title 151: 0.11
title 342: 0.11
title 6: 0.11
title 205: 0.11
title 93: 0.11
title 59: 0.11
title 98: 0.11
title 395: 0.11
title 51: 0.11
title 375: 0.11
title 335: 0.11
title 268: 0.11
title 191: 0.11
title 64: 0.11
title 179: 0.11
title 292: 0.11
title 184: 0.11
title 331: 0.11
title 166: 0.11
title 63: 0.11
title 411: 0.11
title 218: 0.11
title 265: 0.11
title 434: 0.11
title 415: 0.11
title 172: 0.11
title 486: 0.11
title 70: 0.11
title 414: 0.11
title 382: 0.11
title 478: 0.11
title 211: 0.11
title 407: 0.11
title 447: 0.11
title 399: 0.11
title 440: 0.11
title 123: 0.11
title 239: 0.11
title 223: 0.11
title 197: 0.11
title 248: 0.11
title 307: 0.11
title 16: 0.11
title 169: 0.11
title 71: 0.11
title 46: 0.11
title 368: 0.11
title 355: 0.11
title 301: 0.11
title 477: 0.11
title 162: 0.11
title 398: 0.11
title 216: 0.11
title 256: 0.11
title 458: 0.11
title 454: 0.11
title 148: 0.11
title 194: 0.11
title 188: 0.11
title 5: 0.11
title 14: 0.11
title 266: 0.11
title 444: 0.11
title 235: 0.11
title 193: 0.11
title 88: 0.11
title 105: 0.11
title 283: 0.11
title 421: 0.11
title 351: 0.11
title 410: 0.11
title 230: 0.11
title 370: 0.11
title 30: 0.11
title 356: 0.11
title 142: 0.11
title 32: 0.11
title 44: 0.11
title 288: 0.11
title 281: 0.11
title 298: 0.11
title 127: 0.11
title 140: 0.11
title 126: 0.11
title 456: 0.11
title 132: 0.11
title 439: 0.11
title 231: 0.11
title 394: 0.11
title 180: 0.11
title 61: 0.11
title 133: 0.11
title 313: 0.11
title 273: 0.11
title 412: 0.11
title 393: 0.11
title 350: 0.11
title 333: 0.11
title 321: 0.11
title 159: 0.11
title 453: 0.11
title 173: 0.11
title 90: 0.11
title 72: 0.11
title 221: 0.11
title 459: 0.11
title 416: 0.11
title 128: 0.11
title 104: 0.11
title 409: 0.11
title 402: 0.11
title 250: 0.11
title 10: 0.1
title 353: 0.1
title 388: 0.1
title 294: 0.1
title 297: 0.1
title 472: 0.1
title 176: 0.1
title 359: 0.1
title 282: 0.1
title 258: 0.1
title 106: 0.1
title 332: 0.1
title 325: 0.1
title 437: 0.1
title 366: 0.1
title 66: 0.1
title 192: 0.1
title 392: 0.1
title 372: 0.1
title 490: 0.1
title 28: 0.1
title 467: 0.1
title 287: 0.1
title 352: 0.1
title 207: 0.1
title 214: 0.1
title 119: 0.1
title 462: 0.1
title 475: 0.1
title 269: 0.1
title 40: 0.1
title 52: 0.1
title 170: 0.1
title 21: 0.1
title 168: 0.1
title 97: 0.1
title 107: 0.1
title 397: 0.1
title 489: 0.1
title 363: 0.1
title 196: 0.1
title 50: 0.1
title 124: 0.1
title 99: 0.1
title 279: 0.1
title 261: 0.1
title 102: 0.1
title 495: 0.1
title 57: 0.1
title 19: 0.1
title 125: 0.1
title 246: 0.1
title 185: 0.1
title 318: 0.1
title 429: 0.1
title 334: 0.1
title 121: 0.1
title 339: 0.1
title 155: 0.1
title 457: 0.1
title 262: 0.1
title 422: 0.1
title 280: 0.1
title 62: 0.1
title 118: 0.1
title 139: 0.1
title 314: 0.1
title 291: 0.1
title 83: 0.1
title 45: 0.1
title 37: 0.1
title 418: 0.1
title 267: 0.1
title 215: 0.1
title 293: 0.1
title 354: 0.1
title 491: 0.1
title 480: 0.1
title 240: 0.1
title 152: 0.1
title 311: 0.1
title 285: 0.1
title 244: 0.1
title 146: 0.1
title 277: 0.1
title 138: 0.1
title 178: 0.1
title 337: 0.1
title 24: 0.1
title 469: 0.1
title 305: 0.1
title 303: 0.1
title 315: 0.1
title 200: 0.1
title 65: 0.1
title 286: 0.1
title 309: 0.1
title 380: 0.1
title 220: 0.1
title 435: 0.1
title 376: 0.1
title 150: 0.1
title 452: 0.1
title 320: 0.1
title 96: 0.1
title 476: 0.1
title 131: 0.1
title 391: 0.1
title 304: 0.1
title 212: 0.1
title 387: 0.1
title 481: 0.1
title 163: 0.1
title 423: 0.1
title 49: 0.1
title 122: 0.1
title 247: 0.1
title 58: 0.1
title 195: 0.1
title 130: 0.1
title 474: 0.1
title 203: 0.1
title 484: 0.1
title 136: 0.1
title 445: 0.1
title 144: 0.1
title 87: 0.1
title 157: 0.1
title 417: 0.1
title 1: 0.1
title 428: 0.1
title 369: 0.1
title 78: 0.1
title 182: 0.1
title 323: 0.1
title 450: 0.1
title 460: 0.1
title 114: 0.1
title 296: 0.1
title 389: 0.1
title 160: 0.1
title 201: 0.1
title 364: 0.1
title 186: 0.1
title 324: 0.1
title 89: 0.1
title 39: 0.1
title 306: 0.1
title 284: 0.1
title 257: 0.1
title 158: 0.1
title 425: 0.1
title 483: 0.1
title 385: 0.1
title 449: 0.1
title 381: 0.1
title 13: 0.1
title 432: 0.1
title 135: 0.1
title 42: 0.1
title 328: 0.1
title 76: 0.1
title 209: 0.1
title 217: 0.1
title 295: 0.1
title 358: 0.1
title 405: 0.1
title 95: 0.1
title 167: 0.1
title 302: 0.1
title 229: 0.1
title 438: 0.1
title 259: 0.1
title 346: 0.1
title 274: 0.1
title 171: 0.1
title 145: 0.1
title 41: 0.1
title 161: 0.1
title 336: 0.1
title 0: 0.1
title 430: 0.1
title 470: 0.1
title 233: 0.1
title 329: 0.1
title 420: 0.1
title 15: 0.09
title 300: 0.09
title 117: 0.09
title 362: 0.09
title 464: 0.09
title 471: 0.09
title 446: 0.09
title 149: 0.09
title 190: 0.09
title 473: 0.09
title 8: 0.09
title 9: 0.09
title 174: 0.09
title 488: 0.09
title 396: 0.09
title 183: 0.09
title 29: 0.09
title 326: 0.09
title 424: 0.09
title 110: 0.09
title 371: 0.09
title 276: 0.09
title 386: 0.09
title 443: 0.09
title 116: 0.09
title 497: 0.09
title 68: 0.09
title 238: 0.09
title 103: 0.09
title 365: 0.09
title 448: 0.09
title 210: 0.09
title 22: 0.09
title 219: 0.09
title 357: 0.09
title 4: 0.09
title 156: 0.09
title 289: 0.09
title 85: 0.09
title 3: 0.09
title 164: 0.09
title 384: 0.09
title 254: 0.09
title 426: 0.09
title 312: 0.09
title 338: 0.09
title 234: 0.09
title 222: 0.09
title 101: 0.09
title 319: 0.09
title 27: 0.09
title 494: 0.09
title 374: 0.09
title 69: 0.09
title 263: 0.09
title 147: 0.09
title 181: 0.09
title 153: 0.09
title 237: 0.09
title 91: 0.09
title 270: 0.09
title 373: 0.09
title 419: 0.09
title 322: 0.09
title 361: 0.09
title 55: 0.09
title 341: 0.09
title 56: 0.09
title 11: 0.09
title 34: 0.09
title 349: 0.09
title 165: 0.09
title 2: 0.09
title 242: 0.09
title 310: 0.09
title 175: 0.09
title 7: 0.09
title 468: 0.09
title 94: 0.09
title 492: 0.09
title 236: 0.09
title 227: 0.09
title 202: 0.09
title 177: 0.09
title 204: 0.09
title 100: 0.09
title 12: 0.09
title 187: 0.09
title 82: 0.09
title 109: 0.09
title 129: 0.09
title 401: 0.09
title 260: 0.09
title 487: 0.09
title 137: 0.09
title 308: 0.09
title 340: 0.09
title 442: 0.09
title 17: 0.09
title 378: 0.09
title 60: 0.09
title 400: 0.09
title 271: 0.09
title 111: 0.09
title 413: 0.09
title 33: 0.09
title 75: 0.09
title 141: 0.09
title 241: 0.09
title 451: 0.09
title 316: 0.09
title 330: 0.09
title 251: 0.09
title 327: 0.09
title 427: 0.09
title 383: 0.09
title 228: 0.09
title 433: 0.09
title 441: 0.08
title 86: 0.08
title 275: 0.08
title 255: 0.08
title 36: 0.08
title 79: 0.08
title 23: 0.08
title 344: 0.08
title 154: 0.08
title 226: 0.08
title 343: 0.08
title 278: 0.08
title 18: 0.08
title 463: 0.08
title 67: 0.08
title 348: 0.08
title 232: 0.08
title 112: 0.08
title 408: 0.08
title 406: 0.08
title 25: 0.08
title 461: 0.08
title 143: 0.08
title 455: 0.08
title 108: 0.08
title 38: 0.08
title 465: 0.08
title 390: 0.07
title 77: 0.07
title 360: 0.07
reward_when_clicks_maximized:  (np.float64(0.25032850807896595), np.float64(12.391165878071696))
reward_when_watch_duration_maximized:  (np.float64(0.2239484396003589), np.float64(21.120883798968457))
agent name:  TweedieModelAgent
user 0 / 5000, time taken: 0.0007231235504150391
user 1000 / 5000, time taken: 0.03598213195800781
user 2000 / 5000, time taken: 0.03559279441833496
user 3000 / 5000, time taken: 0.04921698570251465
user 4000 / 5000, time taken: 0.038526058197021484
Day 0, actual_clicks_reward: 1185.0, max_clicks_reward: 1251.6425403948804, actual_watch_duration_reward: 64027.75711444359, max_watch_duration_reward: 105604.41899484422
user 0 / 5000, time taken: 0.0007503032684326172
user 1000 / 5000, time taken: 0.03293013572692871
user 2000 / 5000, time taken: 0.05698513984680176
user 3000 / 5000, time taken: 0.03051018714904785
user 4000 / 5000, time taken: 0.033264875411987305
Day 1, actual_clicks_reward: 1144.0, max_clicks_reward: 1251.6425403948804, actual_watch_duration_reward: 62084.01270980715, max_watch_duration_reward: 105604.41899484422
user 0 / 5000, time taken: 0.0007688999176025391
user 1000 / 5000, time taken: 0.034020185470581055
user 2000 / 5000, time taken: 0.0697321891784668
user 3000 / 5000, time taken: 0.033718109130859375
user 4000 / 5000, time taken: 0.0484929084777832
Day 2, actual_clicks_reward: 1103.0, max_clicks_reward: 1251.6425403948804, actual_watch_duration_reward: 58173.97095043226, max_watch_duration_reward: 105604.41899484422
Epoch 0, data points: 30337, Loss per data point: 0.39153738782916453
Epoch 10, data points: 30337, Loss per data point: 0.30739282451229394
Epoch 20, data points: 30337, Loss per data point: 0.3071732848620381
Epoch 30, data points: 30337, Loss per data point: 0.3071465224413707
Epoch 40, data points: 30337, Loss per data point: 0.30714104465329073
Epoch 50, data points: 30337, Loss per data point: 0.3071264231665131
Epoch 60, data points: 30337, Loss per data point: 0.30715479130727175
Epoch 70, data points: 30337, Loss per data point: 0.30712164893211474
Epoch 80, data points: 30337, Loss per data point: 0.30710019218735796
Epoch 90, data points: 30337, Loss per data point: 0.30897316535169844
Training completed
user 0 / 5000, time taken: 0.00015783309936523438
user 1000 / 5000, time taken: 0.5953717231750488
user 2000 / 5000, time taken: 0.5914671421051025
user 3000 / 5000, time taken: 0.5968413352966309
user 4000 / 5000, time taken: 0.6695611476898193
Day 3, actual_clicks_reward: 916.0, max_clicks_reward: 1251.6425403948804, actual_watch_duration_reward: 43191.73593313921, max_watch_duration_reward: 105604.41899484422
Epoch 0, data points: 40265, Loss per data point: 0.29975545825861144
Epoch 10, data points: 40265, Loss per data point: 0.29563256424435264
Epoch 20, data points: 40265, Loss per data point: 0.2954263960931755
Epoch 30, data points: 40265, Loss per data point: 0.29537175619186234
Epoch 40, data points: 40265, Loss per data point: 0.29524134461011975
Epoch 50, data points: 40265, Loss per data point: 0.29558250316400553
Epoch 60, data points: 40265, Loss per data point: 0.29524298785977166
Epoch 70, data points: 40265, Loss per data point: 0.2953302123125304
Epoch 80, data points: 40265, Loss per data point: 0.2953720866560596
Epoch 90, data points: 40265, Loss per data point: 0.29519223061967426
Training completed
user 0 / 5000, time taken: 0.00015616416931152344
user 1000 / 5000, time taken: 0.7463159561157227
user 2000 / 5000, time taken: 0.7355382442474365
user 3000 / 5000, time taken: 0.6957638263702393
user 4000 / 5000, time taken: 0.7195909023284912
Day 4, actual_clicks_reward: 1078.0, max_clicks_reward: 1251.6425403948804, actual_watch_duration_reward: 64607.88173082797, max_watch_duration_reward: 105604.41899484422
Epoch 0, data points: 50340, Loss per data point: 0.300123171272096
Epoch 10, data points: 50340, Loss per data point: 0.29949622706472756
Epoch 20, data points: 50340, Loss per data point: 0.29945053013251044
Epoch 30, data points: 50340, Loss per data point: 0.2997657704173358
Epoch 40, data points: 50340, Loss per data point: 0.29969012551616475
Epoch 50, data points: 50340, Loss per data point: 0.2993701914164771
Epoch 60, data points: 50340, Loss per data point: 0.2993823778832958
Epoch 70, data points: 50340, Loss per data point: 0.2996290871961561
Epoch 80, data points: 50340, Loss per data point: 0.2993713949424765
Epoch 90, data points: 50340, Loss per data point: 0.29939854827057905
Training completed
user 0 / 5000, time taken: 0.006159782409667969
user 1000 / 5000, time taken: 0.7308518886566162
user 2000 / 5000, time taken: 0.7409670352935791
user 3000 / 5000, time taken: 0.7174270153045654
user 4000 / 5000, time taken: 0.6990978717803955
Day 5, actual_clicks_reward: 1057.0, max_clicks_reward: 1251.6425403948804, actual_watch_duration_reward: 63666.22623817061, max_watch_duration_reward: 105604.41899484422
Epoch 0, data points: 60445, Loss per data point: 0.3017291428916793
Epoch 10, data points: 60445, Loss per data point: 0.3016061771713738
Epoch 20, data points: 60445, Loss per data point: 0.3015962871450853
Epoch 30, data points: 60445, Loss per data point: 0.3015688623385272
Epoch 40, data points: 60445, Loss per data point: 0.30157895653426714
Epoch 50, data points: 60445, Loss per data point: 0.30156661914096833
Epoch 60, data points: 60445, Loss per data point: 0.3015812309871626
Epoch 70, data points: 60445, Loss per data point: 0.30154527421525773
Epoch 80, data points: 60445, Loss per data point: 0.3015366394039182
Epoch 90, data points: 60445, Loss per data point: 0.301558722940092
Training completed
user 0 / 5000, time taken: 9.107589721679688e-05
user 1000 / 5000, time taken: 0.7236950397491455
user 2000 / 5000, time taken: 0.7206320762634277
user 3000 / 5000, time taken: 0.7457432746887207
user 4000 / 5000, time taken: 0.7326481342315674
Day 6, actual_clicks_reward: 1021.0, max_clicks_reward: 1251.6425403948804, actual_watch_duration_reward: 58619.551289232884, max_watch_duration_reward: 105604.41899484422
Epoch 0, data points: 70354, Loss per data point: 0.30213155990998786
Epoch 10, data points: 70354, Loss per data point: 0.30133625236098277
Epoch 20, data points: 70354, Loss per data point: 0.3013125968825964
Epoch 30, data points: 70354, Loss per data point: 0.3012845974850689
Epoch 40, data points: 70354, Loss per data point: 0.30130819533958864
Epoch 50, data points: 70354, Loss per data point: 0.3012726187831381
Epoch 60, data points: 70354, Loss per data point: 0.30124365835072975
Epoch 70, data points: 70354, Loss per data point: 0.3012417103427725
Epoch 80, data points: 70354, Loss per data point: 0.30126305983628227
Epoch 90, data points: 70354, Loss per data point: 0.3012316056093823
Training completed
user 0 / 5000, time taken: 7.867813110351562e-05
user 1000 / 5000, time taken: 0.7284495830535889
user 2000 / 5000, time taken: 0.7177109718322754
user 3000 / 5000, time taken: 0.7425868511199951
user 4000 / 5000, time taken: 0.7551517486572266
Day 7, actual_clicks_reward: 1098.0, max_clicks_reward: 1251.6425403948804, actual_watch_duration_reward: 72691.48286737989, max_watch_duration_reward: 105604.41899484422
