Using device:  cpu
user 2000 / 5000, time taken: 0.7453157901763916
user 3000 / 5000, time taken: 0.7423090934753418
user 4000 / 5000, time taken: 0.7470600605010986
Day 8, actual_clicks_reward: 1073.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 79776.80892791724, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 90520, Loss per data point: 18.025431122824095
Epoch 10, data points: 90520, Loss per data point: 18.02337437430368
Epoch 20, data points: 90520, Loss per data point: 18.023967088833352
Epoch 30, data points: 90520, Loss per data point: 18.023736407995962
Epoch 40, data points: 90520, Loss per data point: 18.023633446990523
Epoch 50, data points: 90520, Loss per data point: 18.027024769919983
Epoch 60, data points: 90520, Loss per data point: 18.02440791498809
Epoch 70, data points: 90520, Loss per data point: 18.022149644907312
Epoch 80, data points: 90520, Loss per data point: 18.023199284671946
Epoch 90, data points: 90520, Loss per data point: 18.022730843724794
Training completed
user 0 / 5000, time taken: 8.58306884765625e-05
user 1000 / 5000, time taken: 0.7538979053497314
user 2000 / 5000, time taken: 0.734827995300293
user 3000 / 5000, time taken: 0.7811770439147949
user 4000 / 5000, time taken: 0.7673730850219727
Day 9, actual_clicks_reward: 1003.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 57928.50858873683, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 100531, Loss per data point: 17.8030885237138
Epoch 10, data points: 100531, Loss per data point: 17.795594098226903
Epoch 20, data points: 100531, Loss per data point: 17.797006713094312
Epoch 30, data points: 100531, Loss per data point: 17.797984810944413
Epoch 40, data points: 100531, Loss per data point: 17.800496698157477
Epoch 50, data points: 100531, Loss per data point: 17.797801631292245
Epoch 60, data points: 100531, Loss per data point: 17.795419761048386
Epoch 70, data points: 100531, Loss per data point: 17.800396965230927
Epoch 80, data points: 100531, Loss per data point: 17.79860589699922
Epoch 90, data points: 100531, Loss per data point: 17.794713344616284
Training completed
user 0 / 5000, time taken: 0.00013303756713867188
user 1000 / 5000, time taken: 0.7710180282592773
user 2000 / 5000, time taken: 0.7345058917999268
user 3000 / 5000, time taken: 0.7375988960266113
user 4000 / 5000, time taken: 0.7619590759277344
Day 10, actual_clicks_reward: 1057.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 75823.79712850472, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 110490, Loss per data point: 18.207436452467352
Epoch 10, data points: 110490, Loss per data point: 18.20741879721013
Epoch 20, data points: 110490, Loss per data point: 18.209107532461516
Epoch 30, data points: 110490, Loss per data point: 18.20742232479524
Epoch 40, data points: 110490, Loss per data point: 18.206957664942028
Epoch 50, data points: 110490, Loss per data point: 18.208584695264154
Epoch 60, data points: 110490, Loss per data point: 18.208294970698567
Epoch 70, data points: 110490, Loss per data point: 18.208035943794922
Epoch 80, data points: 110490, Loss per data point: 18.20771495606071
Epoch 90, data points: 110490, Loss per data point: 18.207252514076423
Training completed
user 0 / 5000, time taken: 8.58306884765625e-05
user 1000 / 5000, time taken: 0.7599177360534668
user 2000 / 5000, time taken: 0.7777280807495117
user 3000 / 5000, time taken: 0.7678370475769043
user 4000 / 5000, time taken: 0.7761950492858887
Day 11, actual_clicks_reward: 1114.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 75415.8005264778, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 120310, Loss per data point: 18.49446740869017
Epoch 10, data points: 120310, Loss per data point: 18.494162342901312
Epoch 20, data points: 120310, Loss per data point: 18.49479684450018
Epoch 30, data points: 120310, Loss per data point: 18.49410865072815
Epoch 40, data points: 120310, Loss per data point: 18.49220112317142
Epoch 50, data points: 120310, Loss per data point: 18.493300663001044
Epoch 60, data points: 120310, Loss per data point: 18.493753985123647
Epoch 70, data points: 120310, Loss per data point: 18.49607019586938
Epoch 80, data points: 120310, Loss per data point: 18.494326413217777
Epoch 90, data points: 120310, Loss per data point: 18.492333062962793
Training completed
user 0 / 5000, time taken: 0.0001227855682373047
user 1000 / 5000, time taken: 0.7425453662872314
user 2000 / 5000, time taken: 0.7373309135437012
user 3000 / 5000, time taken: 0.7702240943908691
user 4000 / 5000, time taken: 0.7650542259216309
Day 12, actual_clicks_reward: 1079.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 77549.27566027657, max_watch_duration_reward: 109728.64119854232
agent name:  RegressionModelAgent
model parameters:  <generator object Module.parameters at 0x114751a50>
actual_clicks_reward (rounded):  13821.0
max_clicks_reward (rounded):  17270.17
actual_watch_duration_reward (rounded):  871703.98
max_watch_duration_reward (rounded):  1426472.34
agent name:  WeightedPointWiseModelAgent
user 0 / 5000, time taken: 0.0009112358093261719
user 1000 / 5000, time taken: 0.04221177101135254
user 2000 / 5000, time taken: 0.03397202491760254
user 3000 / 5000, time taken: 0.04774618148803711
user 4000 / 5000, time taken: 0.03610086441040039
Day 0, actual_clicks_reward: 1084.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 67141.37035759851, max_watch_duration_reward: 109728.64119854232
user 0 / 5000, time taken: 0.0019290447235107422
user 1000 / 5000, time taken: 0.04035472869873047
user 2000 / 5000, time taken: 0.04213881492614746
user 3000 / 5000, time taken: 0.035868167877197266
user 4000 / 5000, time taken: 0.19580411911010742
Day 1, actual_clicks_reward: 1131.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 70972.32269229797, max_watch_duration_reward: 109728.64119854232
user 0 / 5000, time taken: 0.0008409023284912109
user 1000 / 5000, time taken: 0.040900230407714844
user 2000 / 5000, time taken: 0.03134608268737793
user 3000 / 5000, time taken: 0.03879809379577637
user 4000 / 5000, time taken: 0.046087026596069336
Day 2, actual_clicks_reward: 1160.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 67646.89466782441, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 29897, Loss per data point: 0.1458279453568121
Epoch 10, data points: 29897, Loss per data point: 0.13435509373693158
Epoch 20, data points: 29897, Loss per data point: 0.13423319664438715
Epoch 30, data points: 29897, Loss per data point: 0.1342012907263148
Epoch 40, data points: 29897, Loss per data point: 0.13407426402453743
Epoch 50, data points: 29897, Loss per data point: 0.13414568264005847
Epoch 60, data points: 29897, Loss per data point: 0.13419873067123472
Epoch 70, data points: 29897, Loss per data point: 0.13414848069704133
Epoch 80, data points: 29897, Loss per data point: 0.13412147917143258
Epoch 90, data points: 29897, Loss per data point: 0.13413698219260545
Training completed
user 0 / 5000, time taken: 9.703636169433594e-05
user 1000 / 5000, time taken: 0.3691129684448242
user 2000 / 5000, time taken: 0.3784608840942383
user 3000 / 5000, time taken: 0.3866140842437744
user 4000 / 5000, time taken: 0.3852231502532959
Day 3, actual_clicks_reward: 1001.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 55204.50064576339, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 39861, Loss per data point: 0.12782247611957834
Epoch 10, data points: 39861, Loss per data point: 0.12537452945269967
Epoch 20, data points: 39861, Loss per data point: 0.12524786878816727
Epoch 30, data points: 39861, Loss per data point: 0.12526015267662058
Epoch 40, data points: 39861, Loss per data point: 0.12515281910273324
Epoch 50, data points: 39861, Loss per data point: 0.12522476260934406
Epoch 60, data points: 39861, Loss per data point: 0.12516483478159335
Epoch 70, data points: 39861, Loss per data point: 0.12517299764113457
Epoch 80, data points: 39861, Loss per data point: 0.12510571354998595
Epoch 90, data points: 39861, Loss per data point: 0.1251433458122133
Training completed
user 0 / 5000, time taken: 0.00018715858459472656
user 1000 / 5000, time taken: 0.38295602798461914
user 2000 / 5000, time taken: 0.39110398292541504
user 3000 / 5000, time taken: 0.39337587356567383
user 4000 / 5000, time taken: 0.39059925079345703
Day 4, actual_clicks_reward: 1107.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 68402.17279456944, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 50009, Loss per data point: 0.127798395877178
Epoch 10, data points: 50009, Loss per data point: 0.1267123986631152
Epoch 20, data points: 50009, Loss per data point: 0.1266707090984264
Epoch 30, data points: 50009, Loss per data point: 0.12669877171449076
Epoch 40, data points: 50009, Loss per data point: 0.12659906239812105
Epoch 50, data points: 50009, Loss per data point: 0.1265895989758869
Epoch 60, data points: 50009, Loss per data point: 0.12663077148407828
Epoch 70, data points: 50009, Loss per data point: 0.1266513228866079
Epoch 80, data points: 50009, Loss per data point: 0.1265684972032638
Epoch 90, data points: 50009, Loss per data point: 0.12652860267069976
Training completed
user 0 / 5000, time taken: 0.000125885009765625
user 1000 / 5000, time taken: 0.3701469898223877
user 2000 / 5000, time taken: 0.378154993057251
user 3000 / 5000, time taken: 0.38333606719970703
user 4000 / 5000, time taken: 0.38439393043518066
Day 5, actual_clicks_reward: 1082.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 64346.14283608634, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 59992, Loss per data point: 0.12659337263788314
Epoch 10, data points: 59992, Loss per data point: 0.12644887216421966
Epoch 20, data points: 59992, Loss per data point: 0.12640568469544858
Epoch 30, data points: 59992, Loss per data point: 0.12647937563552128
Epoch 40, data points: 59992, Loss per data point: 0.1264959139353729
Epoch 50, data points: 59992, Loss per data point: 0.12635520486684462
Epoch 60, data points: 59992, Loss per data point: 0.12642350706297534
Epoch 70, data points: 59992, Loss per data point: 0.12643073484825848
Epoch 80, data points: 59992, Loss per data point: 0.1264152732029595
Epoch 90, data points: 59992, Loss per data point: 0.12639151397245016
Training completed
user 0 / 5000, time taken: 9.584426879882812e-05
user 1000 / 5000, time taken: 0.39991188049316406
user 2000 / 5000, time taken: 0.3961331844329834
user 3000 / 5000, time taken: 0.39167094230651855
user 4000 / 5000, time taken: 0.4088020324707031
Day 6, actual_clicks_reward: 1121.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 71305.68722356357, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 69948, Loss per data point: 0.1289015758589618
Epoch 10, data points: 69948, Loss per data point: 0.12883696222372445
Epoch 20, data points: 69948, Loss per data point: 0.1288627720904857
Epoch 30, data points: 69948, Loss per data point: 0.12883644639170075
Epoch 40, data points: 69948, Loss per data point: 0.1288268214989908
Epoch 50, data points: 69948, Loss per data point: 0.12878047653974592
Epoch 60, data points: 69948, Loss per data point: 0.12879173876384825
Epoch 70, data points: 69948, Loss per data point: 0.1287424709123196
Epoch 80, data points: 69948, Loss per data point: 0.12882161686261792
Epoch 90, data points: 69948, Loss per data point: 0.12881879595785187
Training completed
user 0 / 5000, time taken: 0.00010585784912109375
user 1000 / 5000, time taken: 0.39520883560180664
user 2000 / 5000, time taken: 0.40522313117980957
user 3000 / 5000, time taken: 0.40750908851623535
user 4000 / 5000, time taken: 0.40099096298217773
Day 7, actual_clicks_reward: 1154.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 71573.18232757905, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 80193, Loss per data point: 0.1300734490362058
Epoch 10, data points: 80193, Loss per data point: 0.1299055094759025
Epoch 20, data points: 80193, Loss per data point: 0.1299264679657181
Epoch 30, data points: 80193, Loss per data point: 0.1299078045726579
Epoch 40, data points: 80193, Loss per data point: 0.1299524721824181
Epoch 50, data points: 80193, Loss per data point: 0.12996361761587122
Epoch 60, data points: 80193, Loss per data point: 0.13046849382327938
Epoch 70, data points: 80193, Loss per data point: 0.12989224961407428
Epoch 80, data points: 80193, Loss per data point: 0.129868195911722
Epoch 90, data points: 80193, Loss per data point: 0.12984226497820361
Training completed
user 0 / 5000, time taken: 0.00011587142944335938
user 1000 / 5000, time taken: 0.39069390296936035
user 2000 / 5000, time taken: 0.503044843673706
user 3000 / 5000, time taken: 0.38475704193115234
user 4000 / 5000, time taken: 0.3975553512573242
Day 8, actual_clicks_reward: 1100.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 67556.0012492801, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 90131, Loss per data point: 0.13010234230304157
Epoch 10, data points: 90131, Loss per data point: 0.13005225327179165
Epoch 20, data points: 90131, Loss per data point: 0.1300754164686148
Epoch 30, data points: 90131, Loss per data point: 0.13008884672606252
Epoch 40, data points: 90131, Loss per data point: 0.13004197222942257
Epoch 50, data points: 90131, Loss per data point: 0.13004317655128583
Epoch 60, data points: 90131, Loss per data point: 0.1300283842445699
Epoch 70, data points: 90131, Loss per data point: 0.13001562027429026
Epoch 80, data points: 90131, Loss per data point: 0.13003174363804643
Epoch 90, data points: 90131, Loss per data point: 0.13004409403650105
Training completed
user 0 / 5000, time taken: 0.00012636184692382812
user 1000 / 5000, time taken: 0.40143299102783203
user 2000 / 5000, time taken: 0.3923189640045166
user 3000 / 5000, time taken: 0.40925002098083496
user 4000 / 5000, time taken: 0.38902902603149414
Day 9, actual_clicks_reward: 1129.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 72427.00406563266, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 99983, Loss per data point: 0.13136393667631382
Epoch 10, data points: 99983, Loss per data point: 0.131401690954794
Epoch 20, data points: 99983, Loss per data point: 0.1314320166342858
Epoch 30, data points: 99983, Loss per data point: 0.1314210915788629
Epoch 40, data points: 99983, Loss per data point: 0.13142604377231878
Epoch 50, data points: 99983, Loss per data point: 0.13143054807591387
Epoch 60, data points: 99983, Loss per data point: 0.13146892649993272
Epoch 70, data points: 99983, Loss per data point: 0.13143688726868766
Epoch 80, data points: 99983, Loss per data point: 0.13143286217804873
Epoch 90, data points: 99983, Loss per data point: 0.1314330150101483
Training completed
user 0 / 5000, time taken: 0.00015616416931152344
user 1000 / 5000, time taken: 0.3991522789001465
user 2000 / 5000, time taken: 0.40314316749572754
user 3000 / 5000, time taken: 0.40433478355407715
user 4000 / 5000, time taken: 0.4057469367980957
Day 10, actual_clicks_reward: 1169.0, max_clicks_reward: 1328.4749254273447, actual_watch_duration_reward: 71390.17503280612, max_watch_duration_reward: 109728.64119854232
Epoch 0, data points: 110047, Loss per data point: 0.1323625485829653
Epoch 10, data points: 110047, Loss per data point: 0.13235929618067271
Epoch 20, data points: 110047, Loss per data point: 0.13232878055925013
Epoch 30, data points: 110047, Loss per data point: 0.1323479973689349
Epoch 40, data points: 110047, Loss per data point: 0.1323489124985124
Epoch 50, data points: 110047, Loss per data point: 0.1323165021648474
Epoch 60, data points: 110047, Loss per data point: 0.13235777692193504
Epoch 70, data points: 110047, Loss per data point: 0.1323207552480141
Epoch 80, data points: 110047, Loss per data point: 0.13230616241257215
Epoch 90, data points: 110047, Loss per data point: 0.13235976187550716
Training completed
user 0 / 5000, time taken: 0.00015211105346679688
user 1000 / 5000, time taken: 0.41094088554382324
